,bias,sentiment,pos,PosScore,NegScore,Gloss,c2,bias probability,Unbiased probability,loglikelihood
10496,"[4, 14]","[17, 0, 1, 0, 0]",n,0.0,0.125,"a defendant's answer or plea denying the truth of the charges against him; ""he gave evidence for the defense""",denial,0.00191412801746149,0.0006380372101368695,1.098620849809725
10497,"[4, 14]","[17, 0, 1, 0, 0]",n,0.0,0.0,the act of asserting that something alleged is not true,denial,0.00191412801746149,0.0006380372101368695,1.098620849809725
10498,"[4, 14]","[17, 0, 1, 0, 0]",n,0.0,0.0,"the act of refusing to comply (as with a request); ""it resulted in a complete denial of his privileges""",denial,0.00191412801746149,0.0006380372101368695,1.098620849809725
10499,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,mature male of various mammals (especially deer or antelope),buck,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10500,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,a framework for holding wood that is being sawed,buck,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10501,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.5,a gymnastic horse without pommels and with one end elongated; used lengthwise for vaulting,buck,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10502,"[0, 1]","[1, 0, 0, 0, 0]",a,0.375,0.0,limited to or caring only about yourself and your own needs,egoistical,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10503,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a port city in eastern South Africa on the Indian Ocean; resort and industrial center,durban,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10504,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,large long-necked wading bird of marshes and plains in many parts of the world,crane,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10505,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,lifts and moves heavy objects; lifting tackle is suspended from a pivoted boom that rotates around a vertical axis,crane,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10506,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,a small constellation in the southern hemisphere near Phoenix,crane,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10507,"[9, 3]","[8, 0, 0, 0, 4]",n,0.0,0.0,a healthcare facility for outpatient care,clinic,0.0005104341379897306,0.001276074420273739,-0.9162821707325398
10508,"[9, 3]","[8, 0, 0, 0, 4]",n,0.0,0.0,meeting for diagnosis of problems and instruction or remedial work in a particular activity,clinic,0.0005104341379897306,0.001276074420273739,-0.9162821707325398
10509,"[9, 3]","[8, 0, 0, 0, 4]",n,0.0,0.0,a medical establishment run by a group of medical specialists,clinic,0.0005104341379897306,0.001276074420273739,-0.9162821707325398
10510,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.5,a district of a city marked by poverty and inferior living conditions,slum,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10511,"[42, 0]","[25, 12, 2, 2, 1]",n,0.0,0.0,a downward slope or bend,decline,0.00012760853449743264,0.005487120007177077,-3.761191554551947
10512,"[3, 1]","[1, 0, 0, 2, 1]",n,0.0,0.0,"a specified function; ""he was employed in the capacity of director""; ""he should be retained in his present capacity at a higher salary""",capacity,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10513,"[3, 1]","[1, 0, 0, 2, 1]",n,0.125,0.0,"the maximum production possible; ""the plant is working at 80 per cent capacity""",capacity,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10514,"[3, 1]","[1, 0, 0, 2, 1]",n,0.0,0.0,"tolerance for alcohol; ""he had drunk beyond his capacity""",capacity,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10515,"[3, 1]","[1, 0, 0, 2, 1]",n,0.0,0.0,"capability to perform or produce; ""among his gifts is his capacity for true altruism""; ""limited runway capacity""; ""a great capacity for growth""",capacity,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10516,"[3, 1]","[1, 0, 0, 2, 1]",n,0.125,0.0,"the power to learn or retain knowledge; in law, the ability to understand the facts and significance of your behavior",capacity,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10517,"[1, 1]","[1, 0, 1, 0, 0]",n,0.0,0.0,"the act of rubbing or wiping; ""he gave the hood a quick rub""",wipe,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10518,"[0, 3]","[3, 0, 0, 0, 0]",n,0.0,0.0,traveler who moves from one region or country to another,migrant,0.0005104341379897306,0.0001276074420273739,1.386302922261506
10519,"[16, 3]","[11, 0, 0, 3, 5]",n,0.0,0.0,"the act of approaching or entering; ""he gained access to the building""",access,0.0005104341379897306,0.0021693265144653562,-1.4469104217947102
10520,"[16, 3]","[11, 0, 0, 3, 5]",n,0.0,0.0,"a way of entering or leaving; ""he took a wrong turn on the access to the bridge""",access,0.0005104341379897306,0.0021693265144653562,-1.4469104217947102
10521,"[16, 3]","[11, 0, 0, 3, 5]",n,0.0,0.0,(computer science) the operation of reading or writing stored information,access,0.0005104341379897306,0.0021693265144653562,-1.4469104217947102
10522,"[16, 3]","[11, 0, 0, 3, 5]",n,0.0,0.0,the right to obtain or make use of or take advantage of something (as services or membership),access,0.0005104341379897306,0.0021693265144653562,-1.4469104217947102
10523,"[16, 3]","[11, 0, 0, 3, 5]",n,0.0,0.0,the right to enter,access,0.0005104341379897306,0.0021693265144653562,-1.4469104217947102
10524,"[16, 3]","[11, 0, 0, 3, 5]",n,0.0,0.0,a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.),access,0.0005104341379897306,0.0021693265144653562,-1.4469104217947102
10525,"[3, 3]","[2, 0, 1, 1, 2]",n,0.0,0.0,"the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries; ""he studied medicine at Harvard""",medicine,0.0005104341379897306,0.0005104297681094956,8.561141615412339e-06
10526,"[3, 3]","[2, 0, 1, 1, 2]",n,0.0,0.0,"punishment for one's actions; ""you have to face the music""; ""take your medicine""",medicine,0.0005104341379897306,0.0005104297681094956,8.561141615412339e-06
10527,"[3, 3]","[2, 0, 1, 1, 2]",n,0.25,0.0,(medicine) something that treats or prevents or alleviates the symptoms of disease,medicine,0.0005104341379897306,0.0005104297681094956,8.561141615412339e-06
10528,"[3, 3]","[2, 0, 1, 1, 2]",n,0.0,0.0,the branches of medical science that deal with nonsurgical techniques,medicine,0.0005104341379897306,0.0005104297681094956,8.561141615412339e-06
10529,"[5, 1]","[6, 0, 0, 0, 0]",n,0.0,0.0,a cleansing agent made from the salts of vegetable or animal fats,soap,0.0002552170689948653,0.0007656446521642434,-1.0986037275264944
10530,"[5, 1]","[6, 0, 0, 0, 0]",n,0.0,0.0,street names for gamma hydroxybutyrate,soap,0.0002552170689948653,0.0007656446521642434,-1.0986037275264944
10531,"[3, 1]","[4, 0, 0, 0, 0]",a,0.0,0.0,"being or having an unknown or unnamed source; ""a poem by an unknown author""; ""corporations responsible to nameless owners""; ""an unnamed donor""",unknown,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10532,"[3, 1]","[4, 0, 0, 0, 0]",a,0.0,0.375,"not known before; ""used many strange words""; ""saw many strange faces in the crowd""; ""don't let anyone unknown into the house""",unknown,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10533,"[3, 1]","[4, 0, 0, 0, 0]",a,0.0,0.75,"not famous or acclaimed; ""an obscure family""; ""unsung heroes of the war""",unknown,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10534,"[3, 1]","[4, 0, 0, 0, 0]",a,0.0,0.25,"not known; ""an unknown amount""; ""an unknown island""; ""an unknown writer""; ""an unknown source""",unknown,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10535,"[3, 1]","[4, 0, 0, 0, 0]",a,0.0,0.625,"not known to exist; ""things obscurely felt surged up from unknown depths""",unknown,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10536,"[1, 0]","[0, 0, 0, 1, 0]",n,0.0,0.0,a variable whose values are solutions of an equation,unknown,0.00012760853449743264,0.0002552148840547478,-0.6931386194183299
10537,"[1, 0]","[0, 0, 0, 1, 0]",n,0.0,0.125,"an unknown and unexplored region; ""they came like angels out the unknown""",unknown,0.00012760853449743264,0.0002552148840547478,-0.6931386194183299
10538,"[0, 1]","[1, 0, 0, 0, 0]",n,0.25,0.0,"shrewd or crafty management of public affairs; ""we was innocent of stratagems and polity""",polity,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10539,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a politically organized unit,polity,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10540,"[0, 1]","[1, 0, 0, 0, 0]",a,0.5,0.0,"showing lack of care for consequences; ""behaved like an irresponsible idiot""; ""hasty and irresponsible action""",irresponsible,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10541,"[1, 5]","[6, 0, 0, 0, 0]",n,0.0,0.0,"the act of starting something for the first time; introducing something new; ""she looked forward to her initiation as an adult""; ""the foundation of a new scientific society""",institution,0.0007656512069845959,0.0002552148840547478,1.098620849809725
10542,"[1, 5]","[6, 0, 0, 0, 0]",n,0.0,0.0,an establishment consisting of a building or complex of buildings where an organization for the promotion of some cause is situated,institution,0.0007656512069845959,0.0002552148840547478,1.098620849809725
10543,"[1, 5]","[6, 0, 0, 0, 0]",n,0.0,0.125,a hospital for mentally incompetent or unbalanced person,institution,0.0007656512069845959,0.0002552148840547478,1.098620849809725
10544,"[1, 5]","[6, 0, 0, 0, 0]",n,0.0,0.0,"a custom that for a long time has been an important feature of some group or society; ""the institution of marriage""; ""the institution of slavery""; ""he had become an institution in the theater""",institution,0.0007656512069845959,0.0002552148840547478,1.098620849809725
10545,"[1, 5]","[6, 0, 0, 0, 0]",n,0.0,0.0,an organization founded and united for a specific purpose,institution,0.0007656512069845959,0.0002552148840547478,1.098620849809725
10546,"[3, 3]","[2, 0, 0, 2, 2]",n,0.0,0.0,unknown god; an epithet of Prajapati and Brahma,ka,0.0005104341379897306,0.0005104297681094956,8.561141615412339e-06
10547,"[0, 1]","[0, 0, 0, 1, 0]",n,0.0,0.0,"the distance or area or volume over which something extends; ""the vast extent of the desert""; ""an orchard of considerable extent""",extent,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10548,"[5, 1]","[0, 1, 0, 2, 3]",n,0.0,0.625,a kind of imagination that was held by Coleridge to be more casual and superficial than true imagination,fancy,0.0002552170689948653,0.0007656446521642434,-1.0986037275264944
10549,"[5, 1]","[0, 1, 0, 2, 3]",n,0.0,0.0,"something many people believe that is false; ""they have the illusion that I am very wealthy""",fancy,0.0002552170689948653,0.0007656446521642434,-1.0986037275264944
10550,"[5, 1]","[0, 1, 0, 2, 3]",n,0.0,0.0,"a predisposition to like something; ""he had a fondness for whiskey""",fancy,0.0002552170689948653,0.0007656446521642434,-1.0986037275264944
10551,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,the act of applying a bandage,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10552,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,the activity of getting dressed; putting on clothes,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10553,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.125,processes in the conversion of rough hides into leather,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10554,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,"clothing in general; ""she was refined in her choice of apparel""; ""he always bought his clothes at the same store""; ""fastidious about his dress""",dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10555,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.125,"clothing of a distinctive style or for a particular occasion; ""formal attire""; ""battle dress""",dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10556,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,a one-piece garment for a woman; has skirt and bodice,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10557,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,a cloth covering for a wound or sore,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10558,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,making fertile as by applying fertilizer or manure,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10559,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,a mixture of seasoned ingredients used to stuff meats and vegetables,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10560,"[23, 3]","[4, 0, 4, 3, 15]",n,0.0,0.0,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,dress,0.0005104341379897306,0.0030625786086569736,-1.7917509080864398
10561,"[0, 27]","[26, 0, 0, 1, 0]",n,0.0,0.0,(Judaism) the place of worship for a Jewish congregation,temple,0.003573038965928114,0.0001276074420273739,3.3322130713168194
10562,"[0, 27]","[26, 0, 0, 1, 0]",n,0.0,0.0,place of worship consisting of an edifice for the worship of a deity,temple,0.003573038965928114,0.0001276074420273739,3.3322130713168194
10563,"[0, 27]","[26, 0, 0, 1, 0]",n,0.125,0.0,an edifice devoted to special or exalted purposes,temple,0.003573038965928114,0.0001276074420273739,3.3322130713168194
10564,"[0, 27]","[26, 0, 0, 1, 0]",n,0.0,0.0,"the flat area on either side of the forehead; ""the veins in his temple throbbed""",temple,0.003573038965928114,0.0001276074420273739,3.3322130713168194
10565,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,"election again; ""he did not run for reelection""",reelection,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10566,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,responsibility to someone or for some activity,accountability,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10567,"[13, 1]","[1, 0, 0, 0, 13]",n,0.0,0.0,a habitual or characteristic mental attitude that determines how you will interpret and respond to situations,mindset,0.0002552170689948653,0.0017865041883832345,-1.945901587913698
10568,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.125,"clothing of a distinctive style or for a particular occasion; ""formal attire""; ""battle dress""",garb,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10569,"[1, 1]","[1, 0, 0, 0, 1]",a,0.0,0.0,"(of twins) derived from a single egg or ovum; ""identical twins are monovular""",identical,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10570,"[1, 1]","[1, 0, 0, 0, 1]",a,0.0,0.0,"coinciding exactly when superimposed; ""identical triangles""",identical,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10571,"[1, 1]","[1, 0, 0, 0, 1]",a,0.0,0.0,having properties with uniform values along all axes,identical,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10572,"[1, 1]","[1, 0, 0, 0, 1]",a,0.125,0.5,"exactly alike; incapable of being perceived as different; ""rows of identical houses""; ""cars identical except for their license plates""; ""they wore indistinguishable hats""",identical,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10573,"[1, 1]","[1, 0, 0, 0, 1]",a,0.5,0.125,"being the exact same one; not any other:; ""this is the identical room we stayed in before""; ""the themes of his stories are one and the same""; ""saw the selfsame quotation in two newspapers""; ""on this very spot""; ""the very thing he said yesterday""; ""the very man I want to see""",identical,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10574,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,the sill of a door; a horizontal piece of wood or stone that forms the bottom of a doorway and offers support when passing through a doorway,threshold,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10575,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close; ""he stuck his head in the doorway""",threshold,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10576,"[0, 1]","[1, 0, 0, 0, 0]",n,0.125,0.0,the smallest detectable sensation,threshold,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10577,"[15, 2]","[5, 0, 1, 4, 7]",n,0.0,0.125,"the act of extinguishing; causing to stop burning; ""the extinction of the lights""",extinction,0.00038282560349229796,0.0020417190724379823,-1.6739678724300562
10578,"[15, 2]","[5, 0, 1, 4, 7]",n,0.0,0.0,a conditioning process in which the reinforcer is removed and a conditioned response becomes independent of the conditioned stimulus,extinction,0.00038282560349229796,0.0020417190724379823,-1.6739678724300562
10579,"[15, 2]","[5, 0, 1, 4, 7]",n,0.5,0.0,"complete annihilation; ""they think a meteor cause the extinction of the dinosaurs""",extinction,0.00038282560349229796,0.0020417190724379823,-1.6739678724300562
10580,"[12, 6]","[10, 0, 3, 1, 4]",n,0.0,0.0,a branch of the Tai languages,yay,0.0008932597414820285,0.0016588967463558608,-0.6190306472646082
10581,"[22, 3]","[9, 0, 0, 0, 16]",n,0.5,0.0,"an attainment that is successful; ""his success in the marathon was unexpected""; ""his new play was a great success""",success,0.0005104341379897306,0.0029349711666295996,-1.7491912936676437
10582,"[22, 3]","[9, 0, 0, 0, 16]",n,0.125,0.0,"an event that accomplishes its intended purpose; ""let's call heads a success and tails a failure""; ""the election was a remarkable success for the Whigs""",success,0.0005104341379897306,0.0029349711666295996,-1.7491912936676437
10583,"[22, 3]","[9, 0, 0, 0, 16]",n,0.25,0.0,"a person with a record of successes; ""his son would never be the achiever that his father was""; ""only winners need apply""; ""if you want to be a success you have to dress like a success""",success,0.0005104341379897306,0.0029349711666295996,-1.7491912936676437
10584,"[8, 1]","[5, 0, 1, 2, 1]",n,0.0,0.0,"a specialized sphere of knowledge; ""baking is not my department""; ""his work established a new department of literature""",department,0.0002552170689948653,0.001148466978246365,-1.5040688356346588
10585,"[8, 1]","[5, 0, 1, 2, 1]",n,0.0,0.0,"a specialized division of a large organization; ""you'll find it in the hardware department""; ""she got a job in the historical section of the Treasury""",department,0.0002552170689948653,0.001148466978246365,-1.5040688356346588
10586,"[8, 1]","[5, 0, 1, 2, 1]",n,0.0,0.0,the territorial and administrative division of some countries (such as France),department,0.0002552170689948653,0.001148466978246365,-1.5040688356346588
10587,"[4, 2]","[5, 0, 0, 0, 1]",n,0.0,0.0,a member of the United States House of Representatives,congressman,0.00038282560349229796,0.0006380372101368695,-0.5108170626243753
10588,"[0, 1]","[1, 0, 0, 0, 0]",n,0.125,0.25,a device for treating injury or disease,corrective,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10589,"[47, 9]","[21, 6, 12, 8, 9]",n,0.0,0.0,"an act of economizing; reduction in cost; ""it was a small economy to walk to work every day""; ""there was a saving of 50 cents""",economy,0.0012760853449743266,0.006125157217313947,-1.5686073567722298
10590,"[47, 9]","[21, 6, 12, 8, 9]",n,0.0,0.0,"frugality in the expenditure of money or resources; ""the Scots are famous for their economy""",economy,0.0012760853449743266,0.006125157217313947,-1.5686073567722298
10591,"[47, 9]","[21, 6, 12, 8, 9]",n,0.125,0.25,"the efficient use of resources; ""economy of effort""",economy,0.0012760853449743266,0.006125157217313947,-1.5686073567722298
10592,"[47, 9]","[21, 6, 12, 8, 9]",n,0.0,0.0,the system of production and distribution and consumption,economy,0.0012760853449743266,0.006125157217313947,-1.5686073567722298
10593,"[5, 4]","[3, 1, 0, 1, 4]",n,0.0,0.0,"a source of aid or support that may be drawn upon when needed; ""the local library is a valuable resource""",resource,0.0006380426724871633,0.0007656446521642434,-0.18231299565233922
10594,"[5, 4]","[3, 1, 0, 1, 4]",n,0.0,0.0,"the ability to deal resourcefully with unusual problems; ""a man of resource""",resource,0.0006380426724871633,0.0007656446521642434,-0.18231299565233922
10595,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,the act of encamping and living in tents in a camp,camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10596,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,"temporary living quarters specially built by the army for soldiers; ""wherever he went in the camp the men were grumbling""",camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10597,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,"temporary lodgings in the country for travelers or vacationers; ""level ground is best for parking and camp areas""",camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10598,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,"a penal institution (often for forced labor); ""China has many camps for political prisoners""",camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10599,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,"a site where care and activities are provided for children during the summer months; ""city kids get to see the country at a summer camp""",camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10600,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,shelter for persons displaced by war or political oppression or for religious beliefs,camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10601,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.625,"something that is considered amusing not because of its originality but because of its unoriginality; ""the living room was pure camp""",camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10602,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,an exclusive circle of people with a common purpose,camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10603,"[3, 7]","[5, 0, 3, 0, 2]",n,0.0,0.0,"a group of people living together in a camp; ""the whole camp laughed at his mistake""",camp,0.0010208682759794612,0.0005104297681094956,0.6931557417015607
10604,"[0, 2]","[2, 0, 0, 0, 0]",n,0.125,0.0,the activity of going around or through an area at regular intervals for security purposes,patrol,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10605,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,a detachment used for security or reconnaissance,patrol,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10606,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,a group that goes through a region at regular intervals for the purpose of security,patrol,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10607,"[1, 2]","[2, 1, 0, 0, 0]",n,0.0,0.0,"act of turning to for assistance; ""have recourse to the courts""; ""an appeal to his uncle was his last resort""",resort,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
10608,"[1, 2]","[2, 1, 0, 0, 0]",n,0.125,0.0,"something or someone turned to for assistance or security; ""his only recourse was the police""; ""took refuge in lying""",resort,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
10609,"[1, 2]","[2, 1, 0, 0, 0]",n,0.0,0.0,a frequently visited place,resort,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
10610,"[1, 2]","[2, 1, 0, 0, 0]",n,0.0,0.0,a hotel located in a resort area,resort,0.00038282560349229796,0.0002552148840547478,0.40547366924977973
10611,"[1, 1]","[1, 0, 0, 0, 1]",n,0.0,0.0,a southeastern part of Greater London that is the site of the English national soccer stadium,wembley,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10612,"[1, 1]","[1, 0, 1, 0, 0]",n,0.0,0.0,"a short labored intake of breath with the mouth open; ""she gave a gasp and fainted""",gasp,0.0002552170689948653,0.0002552148840547478,8.561141615412339e-06
10613,"[8, 5]","[7, 1, 1, 0, 4]",n,0.0,0.0,"secrecy; ""mum's the word""",mum,0.0007656512069845959,0.001148466978246365,-0.40545654696654915
10614,"[8, 5]","[7, 1, 1, 0, 4]",n,0.875,0.0,informal terms for a mother,mum,0.0007656512069845959,0.001148466978246365,-0.40545654696654915
10615,"[0, 3]","[2, 0, 1, 0, 0]",n,0.0,0.0,"a punishment in which a student must stay at school after others have gone home; ""the detention of tardy pupils""",detention,0.0005104341379897306,0.0001276074420273739,1.386302922261506
10616,"[2, 1]","[1, 0, 0, 0, 2]",n,0.0,0.125,a hospital for mentally incompetent or unbalanced person,asylum,0.0002552170689948653,0.0003828223260821217,-0.40545654696654915
10617,"[2, 1]","[1, 0, 0, 0, 2]",n,0.125,0.5,a shelter from danger or hardship,asylum,0.0002552170689948653,0.0003828223260821217,-0.40545654696654915
10618,"[4, 1]","[5, 0, 0, 0, 0]",n,0.0,0.0,the United States federal department responsible for enforcing federal laws (including the enforcement of all civil rights legislation); created in 1870,doj,0.0002552170689948653,0.0006380372101368695,-0.9162821707325398
10619,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,a legislative act is referred for final approval to a popular vote by the electorate,referendum,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10620,"[7, 1]","[3, 0, 0, 2, 3]",n,0.0,0.0,a depository built to contain books and other materials for reading and study,library,0.0002552170689948653,0.0010208595362189911,-1.3862857999782752
10621,"[7, 1]","[3, 0, 0, 2, 3]",n,0.0,0.0,"a room where books are kept; ""they had brandy in the library""",library,0.0002552170689948653,0.0010208595362189911,-1.3862857999782752
10622,"[7, 1]","[3, 0, 0, 2, 3]",n,0.0,0.0,a building that houses a collection of books and other materials,library,0.0002552170689948653,0.0010208595362189911,-1.3862857999782752
10623,"[7, 1]","[3, 0, 0, 2, 3]",n,0.125,0.0,(computing) a collection of standard programs and subroutines that are stored and available for immediate use,library,0.0002552170689948653,0.0010208595362189911,-1.3862857999782752
10624,"[7, 1]","[3, 0, 0, 2, 3]",n,0.0,0.0,a collection of literary documents or records kept for reference or borrowing,library,0.0002552170689948653,0.0010208595362189911,-1.3862857999782752
10625,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,"a special way of doing something; ""he had a bent for it""; ""he had a special knack for getting into trouble""; ""he couldn't get the hang of it""",bent,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10626,"[0, 2]","[2, 0, 0, 0, 0]",n,0.125,0.0,"a relatively permanent inclination to react in a particular way; ""the set of his mind was obvious""",bent,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10627,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,an area of grassland unbounded by fences or hedges,bent,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10628,"[3, 1]","[2, 0, 0, 0, 2]",n,0.5,0.0,enthusiastic greeting,hail,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10629,"[3, 1]","[2, 0, 0, 0, 2]",n,0.0,0.0,"many objects thrown forcefully through the air; ""a hail of pebbles""; ""a hail of bullets""",hail,0.0002552170689948653,0.0005104297681094956,-0.6931386194183299
10630,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,loosely connected horny sections at the end of a rattlesnake's tail,rattle,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10631,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a baby's toy that makes percussive noises when shaken,rattle,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10632,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders); ""the death rattle""",rattle,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10633,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders); ""the death rattle""",rattle,0.0002552170689948653,0.0001276074420273739,0.6931557417015607
10634,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,the atomic weight of an element that has the same combining capacity as a given weight of another element; the standard is 8 for oxygen,equivalent,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10635,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,"a person or thing equal to another in value or measure or force or effect or significance etc; ""send two dollars or the equivalent in stamps""",equivalent,0.00038282560349229796,0.0001276074420273739,1.098620849809725
10636,"[0, 4]","[4, 0, 0, 0, 0]",a,0.0,0.0,"communicated in words; ""frequently uttered sentiments""",uttered,0.0006380426724871633,0.0001276074420273739,1.609446473575716
