,class,tweet,score,sim
14405,1,RT @BkBap: ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;,2.708015716194269,0.4
13998,1,RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;,0.7088848536546317,0.4
14275,1,"RT @BOSSBITCH122513: Loyalty now let's get this money I got u,u got me no hoes just us !!!!",2.1700496763535795,0.4
14274,1,"RT @BORNhvstler: If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right &#128514;&#128514;&#128514; hoethea sat there http:/&#8230;",5.169814174266481,0.4
13765,1,"Party at the house, come through bitches",2.9894883439652418,0.4
13152,1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,3.5646268233493927,0.4
14784,1,"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes",-0.4391686940643253,0.4
12488,1,Lmao RT @MoeMartin44 Yo a cooned out nigger boy,2.2809229571598,0.4
11582,2,"If the crust ain&#8217;t graham cracker, keep that pie",1.2611654627323463,0.4
13498,1,Nuggas be to obsessed with the homies. Like the cant bag bitches,3.978771261992216,0.4
11709,1,Im a Single bitch on this Money shit &#128175;&#128184;,4.96753282702414,0.4
11579,1,If thats what yall hoes want then fuck it.,5.423220229795734,0.4
14788,1,"RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;",2.7321859438950407,0.4
14004,2,"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",-0.5175416760957761,0.4
14789,1,RT @CraziestSex: Sucking dick &amp; eating pussy is apart of sex. If you think it's nasty then maybe your ass is too YOUNG to be fucking in the&#8230;,9.991972109174377,0.4
13150,2,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",-3.0726747326343857,0.4
12382,1,Lets these hoes be hoes thats all we know,3.1689031653373343,0.4
13143,1,"My sister is a bitch. My nephew got his first haircut, and he's bald &#128557;",4.23165745775511,0.4
13142,1,My sister called the chinks an asked was they open ctfu she fried!!,-0.9184982871584392,0.4
11896,1,It makes me sad knowing this queers won't be down the street anymore. @TheOneMiss_Luu @OliviaLuu3 #SadTweet,1.1693447603361142,0.4
14269,1,RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&#8230;,8.133352171689385,0.4
13138,1,My roommate is eating so obnoxiously I wanna fucking slit his throat,4.022896083684296,0.4
12586,1,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me""",3.782172931226232,0.4
11874,2,It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,-2.012775082460397,0.4
14268,1,"RT @BJayBlast: I really don't be tryna hoe nobody.. I eat, we all eat. Literally.",2.9424046307073857,0.4
11581,2,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",-0.2382516887549006,0.4
14003,1,"RT @1deep_williard: ""@1017_Sqquad: Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&#8230;",9.296775732719947,0.4
14472,2,"RT @BrentLanders6: Charlie: ""My last two songs will be quasi-religious songs for the sake of @WhiteIronBand who's coming up next.""",-3.559331915275907,0.4
0,2,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...,4.0309468444899,0.4
15028,1,RT @DontForget_E: bitches be having reality twisted,0.8715805214576093,0.4
20931,1,"So I seen this sweater , its flashy. I wanna get it. I gotta get it. It say ""my boyfriend is my bitch, with some puppies"" &#128514;&#128514;&#128514;",2.9075427865822903,0.4
20944,1,So excited for this white trash bash party tonight &#128540;&#127867;,5.025268338083871,0.4
20947,1,So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt,-2.188964692884804,0.4
20950,1,So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,1.466147189131531,0.4
20962,1,So many shady bitches. THE SECRET THIRST IS ALIVE,1.048456788710716,0.4
20964,2,So much for #UCLA being the team to beat they are trash,0.4996048017868424,0.4
20929,1,So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem,2.0617035976574307,0.4
20965,2,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,1.6933660576414828,0.4
20971,1,"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset.",-2.282437728750843,0.4
20972,1,So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!,15.197129659257753,0.4
20976,1,So now he wanna LIE !? &#128514;&#128557; he's a fuccing joke &#9995;&#128564; ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI !?,16.565228058740548,0.4
20982,1,So some bitch flipped me off for letting her infront of mee... Okay.,4.131001765160836,0.4
20985,1,So this dumb bitch had an opinion bout wtf I post on my instagram the time it took to write a post&#8230; http://t.co/NUzmxspxUS,5.6925863732885045,0.4
20990,2,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",-2.1084280257618677,0.4
20966,1,So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;,5.2017247754254266,0.4
21000,2,"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",-3.479034404922791,0.4
20926,1,So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,6.052535780119477,0.4
20892,1,Sluts and hoes are needed.Respect their services.,-0.9847550282988078,0.4
20813,1,Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them&#8230; http://t.co/9xJTIMRCsG,6.300059825368384,0.4
20817,1,Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer,0.314317693575034,0.4
20818,1,Shower rod that hoe http://t.co/TdZXBl6Isf,-0.7572089149612369,0.4
20821,1,Shut the fuck up and quit being such a pussy hahahah,6.874603324615755,0.4
20825,1,Shut up bitch i wasn't gonna roast.,4.191792358654415,0.4
20839,1,Shyt b pissing me off RT @Tristine214: @Thowd214 ugh I cannot stand bitches like that smh,5.438642928691461,0.4
20922,1,"So I already don't fuck with dude, but I be nice. And I'm humoring him. but this bitch crossed a line.

""First of motherfucking all...""",5.270075015226219,0.4
20843,1,Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.,-1.1491922949347888,0.4
20871,2,Sixten just shoved like 8 Oreos down his throat,0.430450851537704,0.4
20876,2,Slack jawed yokel husband http://t.co/VE1PWFrz9t,0.4054822303913951,0.4
20883,1,Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,1.4734528737860384,0.4
20885,1,Slim niggah but you know i love em thick,1.1658850499268398,0.4
20886,1,Sloppy ignorance in all my pockets &#128176;&#128176;&#128176;Come here lil bitch I want sloppy toppy &#128069;&#128166;,6.355249804899764,0.4
20887,1,Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy,5.256628955090039,0.4
20857,1,Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&#8230; http://t.co/CCm3aoiSbP,16.978422224212952,0.4
20809,1,"Shout out to you ungrateful, inconsiderate bitches... I'm taking this shot for you...... Yea, you &#128521;&#128536;",4.604214389584465,0.4
21002,1,"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",2.499665007504034,0.4
21014,1,Some Army females just bitch about everything ..,5.212785161611237,0.4
21085,2,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",-0.4687692665108181,0.4
21086,1,Sometimes a bitch needs to struggle to get where she going RT @odotkay: @viaNAWF sometimes. Some shit just an extra $30.,2.3528271554144333,0.4
21092,1,Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,2.377804545153529,0.4
21102,0,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",7.123959810634247,0.4
21109,2,Sorry all my fellow negros,2.708067323385441,0.4
21125,2,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",-4.754242071918145,0.4
21082,1,Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo,3.646207693199362,0.4
21127,1,"Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview",4.374101536846767,0.4
21151,1,Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth &amp; you won't have to hide behind your brother bitch boy,3.4918515387679228,0.4
21155,1,Stevie J my nigga &#128175;&#128175; bitch be on ten,6.599238020150105,0.4
21167,1,"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;",0.1771701197355797,0.4
21168,0,Stoni is a fuckin queer...,0.3231612281742531,0.4
21176,1,Stop lettin them messy hoes mess with your business.,2.025182581952199,0.4
21189,0,Stuck up serious bitches are possibly the worst type of girls. Ever.,2.542086026917781,0.4
21128,0,"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;",9.957939339289776,0.4
21008,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,3.173071095875723,0.4
21078,2,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",0.7577495069287968,0.4
21066,2,Someone come take these brownies away from me before I eat the whole pan!,1.251427036290611,0.4
21018,1,Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies,10.317828614833788,0.4
21019,1,Some bitches are relentless. You can curve her a hundred times and she still wants the dick,3.1440389819652586,0.4
21020,1,Some bitches barely respect themselves,3.644160682555776,0.4
21021,1,Some bitches curve game be too serious,0.8099920441448684,0.4
21024,1,Some bitches truly ain't shit !,4.701530012689837,0.4
21029,1,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",-1.6989747165050266,0.4
21070,2,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",1.378390007190896,0.4
21041,1,Some of these hoes need to hop off those high horses they seem to be riding 24/7 &#128529;&#128075;&#128293;,-3.7605940597139336,0.4
21044,1,Some of these niqqa a straight pussy whipped &#128165;,1.575941318952852,0.4
21052,1,Some people are so constantly pessimistic. It's so unattractive. Like if you have that much to bitch about why don't you start changing?!?,4.699230130073691,0.4
21056,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",9.436442605806263,0.4
21057,1,Somebody help her &#128514; &#8220;@__DiaryOfABoss: @Kicks_N_Benjis bitch nigga bye you just want something to say&#8221;,9.340975678747858,0.4
21059,1,"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows",1.7594035931229697,0.4
21062,1,"Somebody toss this bitch a Dasani or something, gurl is #THIRSTY",5.841337026929299,0.4
21043,0,Some of these hood negros don't deserve bail money the way they be visiting jail.,2.0957737941336663,0.4
20789,1,"Shit that Seth says, ""It's fatter than my cunt.""",1.6819694911059375,0.4
20786,1,Shit I have stalkers and obsessed bitches and crazy ex bitches after me. My life is wonderful,8.073859372288215,0.4
20781,1,"Shiiiit @Pontiac_Holmes, drops you a couple extra dollars on that hoe. Get her a Brazilian. Gotsta spend money to make money!",-3.261056251467872,0.4
20572,1,"S/O To all the hoes waiting up for that goodnight text.. Bitch please, that nigga don't love you",6.292757363625984,0.4
20573,1,S/O the young bitches &amp; females &#128514;,2.2896235808920804,0.4
20578,1,S/O to this hoe tonight ol hating ass http://t.co/HIt4475tyZ,4.119079970398758,0.4
20581,1,S/o to my ace boon @Yeahh_Doe one of the few of the real girls on campus!! #YouMyNigga,-4.931289773132403,0.4
20582,2,S/o to my mom came home to tacos and brownies &#9786;&#65039;&#128523;,-5.515743411095403,0.4
20588,0,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",6.172668372935172,0.4
20571,1,S/O @HorseNuts_Clark for keeping me sane when I'm a cunt,1.699037834284795,0.4
20609,1,Same people bitchin about jetpacks and shit in AW are counting down the days until it comes out buncha fags.,3.109210303031662,0.4
20618,1,Saw my dog humpin this female dog the other day. Now the female is waiting outside my door for a quick hook up. My dog gets bitches!,-0.3133995978073516,0.4
20620,1,"Saw this little freshman ho with what looked like spiked dog collar (stupidest shit ever) so everytime I saw her I said ""so sexy"" lmao",1.9182968637045328,0.4
20621,1,Saw three GROWN men on a motorcycle &amp; that bitch was barely moving lmao what the hell,1.4685002698726255,0.4
20626,1,Say my fuccn name hoe!,1.2452987591263098,0.4
20628,1,"Say what ya want but if I'm single and I have the opportunity to have a dick in my ass AND pussy at the same time, I'ma take it.",7.429194390632689,0.4
20630,1,Say you love that bitch so much I'll kill yo ass in front of her,4.359648049519269,0.4
20617,2,"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.",-6.982110869433416,0.4
20631,1,Say you love that bitch so much I'll kill you right in front of her,1.544825286687433,0.4
20568,2,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,-3.5442407452448705,0.4
20553,1,Rt &#8220;@oldirtyjesus: stop being a hoe sheesh &#8220;@_queenoni: I want 3 boys&#8221;&#8221;,3.3429994351851766,0.4
20502,1,Really wanna go biking downtown. The current lack of sunglasses... Not cool. Not happy. Prepare the bitch face.,-2.6039703340317595,0.4
20511,2,Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,-2.229347444404289,0.4
20513,2,"Remember that fear is there to guide you, not cripple you.",0.4401658897820907,0.4
20515,1,"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",4.790362553273255,0.4
20518,1,"Reminiscin on my swinger days, when I drove a Caddy and my bitch sported a finger wave",3.086855268271218,0.4
20520,2,Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG,5.569537186871276,0.4
20554,1,Rt &#8220;@princessalyssxo: When I see you walk up I think hoe&#8221;,-0.7139094080519772,0.4
20521,2,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,-4.073672803454565,0.4
20523,2,"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",1.9880808183904497,0.4
20532,1,Rihanna must got the holy grail of pussy &#128514;,1.2936192075820845,0.4
20541,1,Ronny kamm is a pussy,1.1704590885614563,0.4
20544,2,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",-3.4281192853082505,0.4
20545,0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",0.877603346445091,0.4
20551,1,"Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No sex",-1.5345304441078076,0.4
20522,1,Retweet to spam this faggot RT @ChickenColeman: Dick going &#128070;,-0.0224661933076369,0.4
20634,1,"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",7.158112529408001,0.4
20640,1,Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...&#128299;&#128298; I'll kill you bitch &#128545;,5.4925442613503375,0.4
20646,1,"Search the terms ""Obama"" and ""Twinkie"" and get a bunch of people rehashing the same handful of jokes while having no idea why Hostess failed",4.472606084958533,0.4
20724,1,She feelin a young niggah,-1.0313844346310574,0.4
20727,1,"She get a bunch of money, spend it all on drugs, mobbin with her bitches, never fall in love &#128128;&#128168;&#128139;",-1.352796604366756,0.4
20730,1,She gonna pop that pussy for a real niggaa,1.553468463100793,0.4
20731,1,She got arrested for domestic violence against him!! Ugh bitch -_-,0.9731992590100074,0.4
20750,1,She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,1.643572881911174,0.4
20753,1,"She say she can do that same thing as 5 bitches ,",4.881979521949689,0.4
20720,1,"She come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",-0.2363879713808855,0.4
20754,1,"She say she want a nigga like me
But that bitch mad cause she can't be my wifey",10.54555835264168,0.4
20758,1,She sharing her hoe... She know though.. At least I hope she do. LMAO!,0.7446173071548523,0.4
20766,1,She told me trust no bitches &#128581; and watch yo homies &#128530;&#128064;,4.120871774585311,0.4
20768,1,She tried to get you to rob the Wop but now the bitch in critical,0.4155297475672517,0.4
20771,1,She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,7.889587252812019,0.4
20775,1,She's a dumb bitch. Should've just said no. Extra shit unnecessary &#8220;@_jazzybo: Lol relationship goals http://t.co/z6hQ1KQ6iB&#8221;,4.33173684206675,0.4
20780,0,"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",6.900438638469648,0.4
20756,1,"She says i act different, she thinks that its them bad bitches, Naw babe its just you and the thought of you being my misses..",4.929612569972718,0.4
20719,1,"She cares tho. Appreciate her. Lol RT @Jollymann: A trolling bitch is a lonely bitch.""",8.532962881440945,0.4
20714,1,She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,2.798777343886015,0.4
20713,1,She be on some real shit n stay on some chill shit .. Besides all my niccas the only one I can chill wit!,6.8342683562363895,0.4
20649,2,Sebastian is high on cat nip rn,-2.9808794676803267,0.4
20650,1,Second time these gentrified bitches got on my nerves this morning.,-1.1939802004054494,0.4
20660,1,See two of his bitches in the cluuuuub &#8220;@_TonyHilfiger: What he do for a living? http://t.co/CS9dfgl7EW&#8221;,0.4076566420424032,0.4
20664,1,See you on the #tron side bitches.........,0.0758109454719622,0.4
20665,0,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;,2.293144309321881,0.4
20673,1,"Seen it all before , bitch got a man but she scheming on the Low &#128564;",-0.3973726979314045,0.4
20676,0,Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian,-4.7395242615018605,0.4
20684,1,Seriously if you're living at someone's place for free the least you could do is help keep it clean #ratchet #lazy #hoe,-0.0666994274112482,0.4
20687,1,Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass,13.3530895058861,0.4
20688,1,Sessy's a bitch but is a real homie. Unlike Gabby.,3.479535800404721,0.4
20693,1,Sexy Japanese slut fingers and toys her pussy on the steps squirting her juice all&#160;over http://t.co/svs8idZjYp,-1.3906887834779635,0.4
20705,1,She a bad bitch period. But she didn't have to get these big ass implants &#128514; fucc http://t.co/Dd5iu85lPx,2.966892780232159,0.4
20706,1,She a bird for that ... Shit was disrespectful! Then ran outside n left her man to get bossed on!,1.9937995520721463,0.4
20709,1,She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!,2.969961596009107,0.4
20711,1,She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch,4.499698997804288,0.4
21199,1,Stupid bitch should have stayed home &#128545;&#128530;,3.641408082256064,0.4
20492,1,"Real shit. Now if the bitch want some grapes or something, THATS different.",6.647435373543598,0.4
21201,1,Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;,5.73301159841454,0.4
21236,1,"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.",-0.2754784261155993,0.4
21640,1,"Their #1 insult. Even if it's self-deprecating. The first thing straights go to is faggot, queer, tranny, gay. Even supposed ""allies"".",2.40310115055464,0.4
21653,0,Them queer ass shorts Rabchenko got on,1.9369671624973992,0.4
21658,1,"Them shootas is out by my grandmoma house, I ain't been round this bitch in a MINUTE",1.867677178173216,0.4
21665,1,Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.,10.64452254973103,0.4
21670,1,Then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.,7.52971033355796,0.4
21671,1,"Then they wanna ask you Maad questions, bitch just tell me what you need me to do and stop interrupting my playlist",4.983369290332656,0.4
21635,1,The willow tree in Pocohontas was my bitch at 7 years old,-0.6796203035982116,0.4
21689,2,There's a bird nest in my garage and so now when the birds fly out they poop on my car. &#128529;,-7.2432707699436545,0.4
21700,1,"There's no one to flirt with, Mad bitches in my inbox. Skrr skrr",4.922345150739606,0.4
21703,2,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,3.2597903861842368,0.4
21706,1,These UT hoes be goin !!!!!!,0.818327445797182,0.4
21708,1,These bad bitches really ain't that bad when you see a pic of Aaliyah,2.549732326541369,0.4
21715,1,These bitches be judging like they experience life and in the billion dollar club. I'm highly favor &amp; doing pretty damn well &#128129;,1.4736050910118728,0.4
21725,1,"These bitches gotta realize that ""their nigga"" WANTS ME &#128514; if he doesn't now he did several occasions before &#128564;",11.50002760517022,0.4
21695,1,"There's dudes on twitter who have no respect for their dick.You know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?",4.7227417597727,0.4
21740,1,These bitches so broke instead of go get it they quick to go ask for somethin,1.050515559347823,0.4
21633,1,"The whole afternoon has been about the ""deep voiced bitch""",1.9767160522885283,0.4
21627,2,The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,-0.6411631909231748,0.4
21565,1,The heat will make you wanna put hands on a niggah &#128166;&#127386;&#128544;&#128072;,-0.916770468515322,0.4
21571,1,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""...",-1.071028729887919,0.4
21585,1,The most beautiful women be havin' the most retarded captions on their pics! Sh*t be extra dumb...,4.1197466454995855,0.4
21589,0,"The nations know who we are, but we rather be real niggers &amp; bad bitches. http://t.co/Ge6tNhxzAF",6.7183391849165845,0.4
21601,1,The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man http://t.co/uloUE2qx3p,-3.365436729797131,0.4
21606,1,The question alone &#128553;&#128514;&#128514;RT @KfromtheG: What city got the most bitches with gold teeth?,-2.599447649427338,0.4
21631,1,"The way a Klansman would say ""nigger slave"" is the way the @GOP says ""Conservative"". They @GOP literally sees conservatives as their slaves.",7.318750700944125,0.4
21608,2,The redskins just begging to lose this game smh,-3.955255681528269,0.4
21612,2,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop.,1.8654903106329292,0.4
21614,1,The same bitches that failed geometry know exactly what angle to use to take that perfect selfie,4.166354485415976,0.4
21616,1,The shit that you bitches brag about is hilarious,3.785256403098912,0.4
21617,1,The solution is simple : buy a bitch,2.4167159371772464,0.4
21620,0,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,11.097632325023293,0.4
21623,2,The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,1.308069442279613,0.4
21609,2,The redskins should change their name to the injuns,-3.19671339553402,0.4
21545,1,The dean a hoe how she fucked home and his bro,2.553201311758309,0.4
21749,1,These celebrity niggas be passing these Kardashian hoes around monthly,3.0974994092660726,0.4
21768,1,These hoes ain't loyal RT @ArzySauced: @ItsNotHarold man thats the realest shirt i seen tonight. A chick with a flip phone robbed me,-0.9373260365794088,0.4
21861,1,They do the pussy good,0.6838619101808624,0.4
21875,2,They must be Russian birds! Russian birds are known for invading Chiminea. @SaintRPh @KimMarcumTexas,3.1084515753932966,0.4
21877,1,They rude RT @Anointed_Mouf: I wish you bitches would stop calling while I'm trying to get dicked down by your nigga &#128530;,8.162844665975435,0.4
21878,1,They say I wouldn't make it now them same bitches is calling my cellular,4.6868605872576925,0.4
21882,2,They say our state bird is rare...I literally see one at least once a day,-3.967952208828648,0.4
21883,1,They should free all da real niccas n give the snitches da time,3.786170740691001,0.4
21860,2,They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe,-1.6634229516889243,0.4
21884,0,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ,1.7634390572078935,0.4
21888,1,"They told me to fuc wit bitches but never trust em 
They told me they my niggas but I never trust em",13.58766115925192,0.4
21889,2,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!,3.2297122659267528,0.4
21895,1,"They wouldn't let me use my old picture cause my hair was flawless&#128129;. The woman at the front desk said I wouldn't have to retake, hatin' hoes",0.2356865103678264,0.4
21896,1,They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,-0.2481766113886904,0.4
21899,2,Thing that made me feel old today: Tori Amos is 50.,0.0030939141009727,0.4
21913,2,This 8 yr old on #masterchefjunior made my chicken look like trash.,1.013844685840777,0.4
21885,0,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,6.619258768375543,0.4
21761,1,These hoe niggas havnt seen half of me. #2chainz,3.8675045814320335,0.4
21859,2,They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily,-1.2246899073616735,0.4
21855,1,"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",3.51224665022472,0.4
21775,1,These hoes ain't yours it's just yo turn #&#128175;&#128175; u hear me?,1.634223399790804,0.4
21778,1,These hoes always gone Thot around to who ever give them attention at the time,1.20401564955737,0.4
21782,1,These hoes be busting nuts when they get a RT,2.9332481431994903,0.4
21790,1,These hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! http://t.co/iUGyRIMr4D,16.262407089783192,0.4
21792,1,These hoes get thick n fat confused way more than often!!!!!!!!,4.321898976072018,0.4
21793,1,These hoes gettin replaced soon as they start to fuck wit my cheques,6.301266920154029,0.4
21858,2,They come out Charlie Sheen... They come out coupe machine @wontgetme_22,-3.777835668101466,0.4
21802,1,These hoes need Jesus y'all.,1.647752244649675,0.4
21809,1,These hoes really make me laugh lol,0.9173159156320848,0.4
21810,1,These hoes say I'm too much. I think I'm too much,3.444635689069054,0.4
21823,1,These lil hoes sitting across da way too fuckin loud. Like damn hoe your sittin less than 2 feet from each other shut the hell up,11.460793291898554,0.4
21831,1,These niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch,1.6218004234166612,0.4
21833,1,These niggas groupies they act worse than these hoes do,6.603462209764964,0.4
21840,1,These nigs like saying they miss the old vice,-0.2020022603499847,0.4
21804,1,These hoes needa stop tryna split relationships and get they're own damn man,2.792513415243896,0.4
21538,1,The browns schedule for the first half of the year is literally retarded easy.,-0.5308060511915166,0.4
21536,2,The boy who shot albino deer http://t.co/D4XajBEIb1,-0.2544818257994662,0.4
21533,1,The bitches are back http://t.co/3fpjQJvjUh,1.4469361052195562,0.4
21316,1,Tempted to finish every sentence I say today with yo or bitch. #BreakingBad,3.4631073296704926,0.4
21320,1,Text me nig nogs 630.362.5206,0.0682253723097641,0.4
21323,1,Text your bitch some lyrics from that new Ty Dolla $ign tape before she wake up so she'll nag you a little less today,-2.80182150447922,0.4
21324,1,Texting this bitch like she main material fuck that shit ... She Finna get these youza hoe text,10.34107760773876,0.4
21325,1,Tf I'm acting like a sad ass bitch for ? Old Anthony coming back fashoo &#128076;&#128076;&#128076;&#128588; .,6.369653567673899,0.4
21339,2,"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/",1.871845060742244,0.4
21315,1,Temples playing with my life I might be I working bitch this semester cuz I'm not paying outta pocket,6.787315467355536,0.4
